i,fname,machine_id,sample,part,label,label_idx
2294,normal_id_02_00000287_hist_librosa_part058.bin,2,287,58,normal,0
2295,anomaly_id_01_00000089_hist_librosa_part014.bin,1,89,14,anomaly,1
2296,normal_id_02_00000299_hist_librosa_part158.bin,2,299,158,normal,0
2297,normal_id_02_00000066_hist_librosa_part074.bin,2,66,74,normal,0
2298,anomaly_id_03_00000104_hist_librosa_part134.bin,3,104,134,anomaly,1
2299,anomaly_id_02_00000175_hist_librosa_part044.bin,2,175,44,anomaly,1
2300,anomaly_id_03_00000134_hist_librosa_part048.bin,3,134,48,anomaly,1
2301,anomaly_id_03_00000047_hist_librosa_part097.bin,3,47,97,anomaly,1
2302,normal_id_02_00000071_hist_librosa_part178.bin,2,71,178,normal,0
2303,anomaly_id_02_00000068_hist_librosa_part161.bin,2,68,161,anomaly,1
2304,normal_id_01_00000320_hist_librosa_part176.bin,1,320,176,normal,0
2305,normal_id_01_00000067_hist_librosa_part125.bin,1,67,125,normal,0
2306,normal_id_02_00000155_hist_librosa_part019.bin,2,155,19,normal,0
2307,anomaly_id_02_00000046_hist_librosa_part051.bin,2,46,51,anomaly,1
2308,anomaly_id_02_00000210_hist_librosa_part002.bin,2,210,2,anomaly,1
2309,normal_id_02_00000151_hist_librosa_part013.bin,2,151,13,normal,0
2310,normal_id_04_00000253_hist_librosa_part068.bin,4,253,68,normal,0
2311,anomaly_id_03_00000143_hist_librosa_part176.bin,3,143,176,anomaly,1
2312,normal_id_03_00000145_hist_librosa_part069.bin,3,145,69,normal,0
2313,normal_id_02_00000315_hist_librosa_part087.bin,2,315,87,normal,0
2314,normal_id_04_00000064_hist_librosa_part040.bin,4,64,40,normal,0
2315,normal_id_03_00000215_hist_librosa_part167.bin,3,215,167,normal,0
2316,normal_id_03_00000348_hist_librosa_part195.bin,3,348,195,normal,0
2317,normal_id_04_00000264_hist_librosa_part003.bin,4,264,3,normal,0
2318,normal_id_02_00000222_hist_librosa_part118.bin,2,222,118,normal,0
2319,normal_id_01_00000323_hist_librosa_part129.bin,1,323,129,normal,0
2320,normal_id_04_00000069_hist_librosa_part049.bin,4,69,49,normal,0
2321,normal_id_04_00000226_hist_librosa_part119.bin,4,226,119,normal,0
2322,normal_id_01_00000179_hist_librosa_part141.bin,1,179,141,normal,0
2323,normal_id_02_00000219_hist_librosa_part143.bin,2,219,143,normal,0
2324,anomaly_id_03_00000184_hist_librosa_part122.bin,3,184,122,anomaly,1
2325,normal_id_03_00000181_hist_librosa_part101.bin,3,181,101,normal,0
2326,normal_id_01_00000046_hist_librosa_part006.bin,1,46,6,normal,0
2327,anomaly_id_03_00000013_hist_librosa_part149.bin,3,13,149,anomaly,1
2328,normal_id_01_00000192_hist_librosa_part120.bin,1,192,120,normal,0
2329,normal_id_01_00000058_hist_librosa_part013.bin,1,58,13,normal,0
2330,normal_id_04_00000156_hist_librosa_part158.bin,4,156,158,normal,0
2331,anomaly_id_03_00000154_hist_librosa_part163.bin,3,154,163,anomaly,1
2332,normal_id_03_00000210_hist_librosa_part045.bin,3,210,45,normal,0
2333,anomaly_id_01_00000147_hist_librosa_part038.bin,1,147,38,anomaly,1
2334,anomaly_id_02_00000135_hist_librosa_part040.bin,2,135,40,anomaly,1
2335,normal_id_02_00000235_hist_librosa_part144.bin,2,235,144,normal,0
2336,normal_id_03_00000287_hist_librosa_part192.bin,3,287,192,normal,0
2337,anomaly_id_03_00000259_hist_librosa_part116.bin,3,259,116,anomaly,1
2338,anomaly_id_02_00000237_hist_librosa_part032.bin,2,237,32,anomaly,1
2339,anomaly_id_02_00000210_hist_librosa_part142.bin,2,210,142,anomaly,1
2340,anomaly_id_01_00000057_hist_librosa_part063.bin,1,57,63,anomaly,1
2341,normal_id_01_00000233_hist_librosa_part194.bin,1,233,194,normal,0
2342,anomaly_id_03_00000044_hist_librosa_part029.bin,3,44,29,anomaly,1
2343,normal_id_02_00000080_hist_librosa_part100.bin,2,80,100,normal,0
2344,normal_id_04_00000167_hist_librosa_part014.bin,4,167,14,normal,0
2345,anomaly_id_02_00000114_hist_librosa_part062.bin,2,114,62,anomaly,1
2346,normal_id_01_00000059_hist_librosa_part184.bin,1,59,184,normal,0
2347,normal_id_03_00000265_hist_librosa_part074.bin,3,265,74,normal,0
2348,normal_id_04_00000269_hist_librosa_part171.bin,4,269,171,normal,0
2349,anomaly_id_01_00000230_hist_librosa_part023.bin,1,230,23,anomaly,1
2350,normal_id_02_00000160_hist_librosa_part049.bin,2,160,49,normal,0
2351,normal_id_01_00000282_hist_librosa_part176.bin,1,282,176,normal,0
2352,normal_id_02_00000275_hist_librosa_part068.bin,2,275,68,normal,0
2353,normal_id_03_00000278_hist_librosa_part113.bin,3,278,113,normal,0
2354,anomaly_id_03_00000010_hist_librosa_part093.bin,3,10,93,anomaly,1
2355,anomaly_id_01_00000202_hist_librosa_part077.bin,1,202,77,anomaly,1
2356,normal_id_01_00000228_hist_librosa_part059.bin,1,228,59,normal,0
2357,normal_id_03_00000328_hist_librosa_part122.bin,3,328,122,normal,0
2358,normal_id_01_00000000_hist_librosa_part166.bin,1,0,166,normal,0
2359,normal_id_02_00000131_hist_librosa_part100.bin,2,131,100,normal,0
2360,anomaly_id_03_00000233_hist_librosa_part041.bin,3,233,41,anomaly,1
2361,normal_id_01_00000230_hist_librosa_part012.bin,1,230,12,normal,0
2362,normal_id_02_00000332_hist_librosa_part029.bin,2,332,29,normal,0
2363,normal_id_01_00000281_hist_librosa_part045.bin,1,281,45,normal,0
2364,normal_id_04_00000315_hist_librosa_part036.bin,4,315,36,normal,0
2365,normal_id_03_00000132_hist_librosa_part143.bin,3,132,143,normal,0
2366,normal_id_03_00000021_hist_librosa_part163.bin,3,21,163,normal,0
2367,anomaly_id_01_00000079_hist_librosa_part070.bin,1,79,70,anomaly,1
2368,normal_id_01_00000208_hist_librosa_part001.bin,1,208,1,normal,0
2369,normal_id_03_00000176_hist_librosa_part084.bin,3,176,84,normal,0
2370,anomaly_id_02_00000198_hist_librosa_part195.bin,2,198,195,anomaly,1
2371,normal_id_02_00000198_hist_librosa_part050.bin,2,198,50,normal,0
2372,normal_id_01_00000269_hist_librosa_part071.bin,1,269,71,normal,0
2373,anomaly_id_03_00000207_hist_librosa_part154.bin,3,207,154,anomaly,1
2374,anomaly_id_02_00000117_hist_librosa_part028.bin,2,117,28,anomaly,1
2375,normal_id_04_00000265_hist_librosa_part036.bin,4,265,36,normal,0
2376,normal_id_03_00000232_hist_librosa_part168.bin,3,232,168,normal,0
2377,normal_id_02_00000317_hist_librosa_part053.bin,2,317,53,normal,0
2378,normal_id_01_00000195_hist_librosa_part126.bin,1,195,126,normal,0
2379,normal_id_03_00000141_hist_librosa_part064.bin,3,141,64,normal,0
2380,normal_id_01_00000257_hist_librosa_part123.bin,1,257,123,normal,0
2381,normal_id_02_00000281_hist_librosa_part088.bin,2,281,88,normal,0
2382,normal_id_02_00000032_hist_librosa_part101.bin,2,32,101,normal,0
2383,normal_id_03_00000272_hist_librosa_part088.bin,3,272,88,normal,0
2384,normal_id_03_00000079_hist_librosa_part003.bin,3,79,3,normal,0
2385,normal_id_01_00000096_hist_librosa_part040.bin,1,96,40,normal,0
2386,normal_id_02_00000263_hist_librosa_part024.bin,2,263,24,normal,0
2387,normal_id_01_00000132_hist_librosa_part110.bin,1,132,110,normal,0
2388,normal_id_03_00000224_hist_librosa_part015.bin,3,224,15,normal,0
2389,anomaly_id_02_00000069_hist_librosa_part114.bin,2,69,114,anomaly,1
2390,normal_id_02_00000143_hist_librosa_part077.bin,2,143,77,normal,0
2391,normal_id_01_00000031_hist_librosa_part014.bin,1,31,14,normal,0
2392,normal_id_02_00000250_hist_librosa_part166.bin,2,250,166,normal,0
2393,normal_id_01_00000273_hist_librosa_part186.bin,1,273,186,normal,0
2394,normal_id_02_00000009_hist_librosa_part189.bin,2,9,189,normal,0
2395,anomaly_id_03_00000215_hist_librosa_part037.bin,3,215,37,anomaly,1
2396,normal_id_03_00000001_hist_librosa_part084.bin,3,1,84,normal,0
2397,normal_id_03_00000193_hist_librosa_part118.bin,3,193,118,normal,0
2398,normal_id_02_00000136_hist_librosa_part139.bin,2,136,139,normal,0
2399,anomaly_id_02_00000239_hist_librosa_part050.bin,2,239,50,anomaly,1
2400,normal_id_02_00000238_hist_librosa_part101.bin,2,238,101,normal,0
2401,normal_id_03_00000268_hist_librosa_part174.bin,3,268,174,normal,0
2402,normal_id_02_00000056_hist_librosa_part013.bin,2,56,13,normal,0
2403,anomaly_id_02_00000171_hist_librosa_part160.bin,2,171,160,anomaly,1
2404,normal_id_01_00000129_hist_librosa_part017.bin,1,129,17,normal,0
2405,normal_id_03_00000267_hist_librosa_part160.bin,3,267,160,normal,0
2406,anomaly_id_01_00000154_hist_librosa_part105.bin,1,154,105,anomaly,1
2407,normal_id_04_00000178_hist_librosa_part044.bin,4,178,44,normal,0
2408,normal_id_04_00000299_hist_librosa_part088.bin,4,299,88,normal,0
2409,normal_id_01_00000095_hist_librosa_part151.bin,1,95,151,normal,0
2410,normal_id_01_00000179_hist_librosa_part071.bin,1,179,71,normal,0
2411,normal_id_01_00000001_hist_librosa_part012.bin,1,1,12,normal,0
2412,normal_id_03_00000006_hist_librosa_part104.bin,3,6,104,normal,0
2413,anomaly_id_02_00000179_hist_librosa_part041.bin,2,179,41,anomaly,1
2414,normal_id_04_00000026_hist_librosa_part114.bin,4,26,114,normal,0
2415,normal_id_01_00000141_hist_librosa_part027.bin,1,141,27,normal,0
2416,anomaly_id_03_00000021_hist_librosa_part151.bin,3,21,151,anomaly,1
2417,anomaly_id_02_00000229_hist_librosa_part155.bin,2,229,155,anomaly,1
2418,normal_id_01_00000158_hist_librosa_part114.bin,1,158,114,normal,0
2419,normal_id_01_00000037_hist_librosa_part053.bin,1,37,53,normal,0
2420,anomaly_id_03_00000214_hist_librosa_part167.bin,3,214,167,anomaly,1
2421,normal_id_01_00000289_hist_librosa_part056.bin,1,289,56,normal,0
2422,anomaly_id_03_00000094_hist_librosa_part013.bin,3,94,13,anomaly,1
2423,anomaly_id_01_00000147_hist_librosa_part148.bin,1,147,148,anomaly,1
2424,anomaly_id_01_00000120_hist_librosa_part053.bin,1,120,53,anomaly,1
2425,normal_id_04_00000054_hist_librosa_part145.bin,4,54,145,normal,0
2426,normal_id_04_00000197_hist_librosa_part167.bin,4,197,167,normal,0
2427,normal_id_02_00000202_hist_librosa_part052.bin,2,202,52,normal,0
2428,anomaly_id_01_00000107_hist_librosa_part011.bin,1,107,11,anomaly,1
2429,normal_id_02_00000081_hist_librosa_part150.bin,2,81,150,normal,0
2430,normal_id_02_00000304_hist_librosa_part032.bin,2,304,32,normal,0
2431,anomaly_id_02_00000144_hist_librosa_part119.bin,2,144,119,anomaly,1
2432,normal_id_03_00000293_hist_librosa_part146.bin,3,293,146,normal,0
2433,anomaly_id_02_00000192_hist_librosa_part137.bin,2,192,137,anomaly,1
2434,anomaly_id_01_00000056_hist_librosa_part005.bin,1,56,5,anomaly,1
2435,normal_id_02_00000122_hist_librosa_part145.bin,2,122,145,normal,0
2436,normal_id_03_00000148_hist_librosa_part185.bin,3,148,185,normal,0
2437,normal_id_02_00000022_hist_librosa_part006.bin,2,22,6,normal,0
2438,normal_id_01_00000136_hist_librosa_part022.bin,1,136,22,normal,0
2439,anomaly_id_03_00000210_hist_librosa_part054.bin,3,210,54,anomaly,1
2440,normal_id_03_00000112_hist_librosa_part105.bin,3,112,105,normal,0
2441,normal_id_02_00000218_hist_librosa_part185.bin,2,218,185,normal,0
2442,anomaly_id_01_00000165_hist_librosa_part091.bin,1,165,91,anomaly,1
2443,anomaly_id_01_00000074_hist_librosa_part016.bin,1,74,16,anomaly,1
2444,anomaly_id_01_00000098_hist_librosa_part194.bin,1,98,194,anomaly,1
2445,anomaly_id_02_00000086_hist_librosa_part059.bin,2,86,59,anomaly,1
2446,normal_id_04_00000324_hist_librosa_part170.bin,4,324,170,normal,0
2447,anomaly_id_03_00000110_hist_librosa_part136.bin,3,110,136,anomaly,1
2448,normal_id_02_00000142_hist_librosa_part126.bin,2,142,126,normal,0
2449,normal_id_03_00000043_hist_librosa_part061.bin,3,43,61,normal,0
2450,normal_id_01_00000027_hist_librosa_part166.bin,1,27,166,normal,0
2451,anomaly_id_03_00000090_hist_librosa_part195.bin,3,90,195,anomaly,1
2452,anomaly_id_01_00000212_hist_librosa_part019.bin,1,212,19,anomaly,1
2453,anomaly_id_01_00000075_hist_librosa_part119.bin,1,75,119,anomaly,1
2454,normal_id_04_00000216_hist_librosa_part104.bin,4,216,104,normal,0
2455,normal_id_01_00000316_hist_librosa_part024.bin,1,316,24,normal,0
2456,normal_id_04_00000204_hist_librosa_part010.bin,4,204,10,normal,0
2457,anomaly_id_03_00000163_hist_librosa_part027.bin,3,163,27,anomaly,1
2458,normal_id_03_00000188_hist_librosa_part076.bin,3,188,76,normal,0
2459,normal_id_01_00000326_hist_librosa_part043.bin,1,326,43,normal,0
2460,normal_id_01_00000110_hist_librosa_part050.bin,1,110,50,normal,0
2461,normal_id_04_00000104_hist_librosa_part119.bin,4,104,119,normal,0
2462,normal_id_02_00000216_hist_librosa_part010.bin,2,216,10,normal,0
2463,normal_id_01_00000331_hist_librosa_part086.bin,1,331,86,normal,0
2464,anomaly_id_01_00000032_hist_librosa_part078.bin,1,32,78,anomaly,1
2465,normal_id_01_00000158_hist_librosa_part146.bin,1,158,146,normal,0
2466,normal_id_02_00000187_hist_librosa_part062.bin,2,187,62,normal,0
2467,normal_id_03_00000329_hist_librosa_part130.bin,3,329,130,normal,0
2468,normal_id_03_00000228_hist_librosa_part150.bin,3,228,150,normal,0
2469,normal_id_04_00000040_hist_librosa_part133.bin,4,40,133,normal,0
2470,normal_id_03_00000226_hist_librosa_part155.bin,3,226,155,normal,0
2471,anomaly_id_01_00000155_hist_librosa_part073.bin,1,155,73,anomaly,1
2472,anomaly_id_01_00000249_hist_librosa_part088.bin,1,249,88,anomaly,1
2473,normal_id_03_00000035_hist_librosa_part073.bin,3,35,73,normal,0
2474,anomaly_id_03_00000255_hist_librosa_part059.bin,3,255,59,anomaly,1
2475,anomaly_id_01_00000025_hist_librosa_part040.bin,1,25,40,anomaly,1
2476,normal_id_02_00000288_hist_librosa_part057.bin,2,288,57,normal,0
2477,anomaly_id_03_00000213_hist_librosa_part038.bin,3,213,38,anomaly,1
2478,anomaly_id_03_00000117_hist_librosa_part050.bin,3,117,50,anomaly,1
2479,normal_id_01_00000094_hist_librosa_part107.bin,1,94,107,normal,0
2480,normal_id_02_00000066_hist_librosa_part191.bin,2,66,191,normal,0
2481,normal_id_02_00000204_hist_librosa_part190.bin,2,204,190,normal,0
2482,normal_id_04_00000078_hist_librosa_part067.bin,4,78,67,normal,0
2483,normal_id_04_00000273_hist_librosa_part128.bin,4,273,128,normal,0
2484,normal_id_01_00000145_hist_librosa_part070.bin,1,145,70,normal,0
2485,anomaly_id_03_00000216_hist_librosa_part114.bin,3,216,114,anomaly,1
2486,anomaly_id_02_00000170_hist_librosa_part107.bin,2,170,107,anomaly,1
2487,anomaly_id_03_00000044_hist_librosa_part035.bin,3,44,35,anomaly,1
2488,normal_id_02_00000307_hist_librosa_part090.bin,2,307,90,normal,0
2489,normal_id_01_00000213_hist_librosa_part147.bin,1,213,147,normal,0
2490,anomaly_id_03_00000180_hist_librosa_part082.bin,3,180,82,anomaly,1
2491,anomaly_id_02_00000250_hist_librosa_part144.bin,2,250,144,anomaly,1
2492,normal_id_01_00000159_hist_librosa_part169.bin,1,159,169,normal,0
2493,normal_id_03_00000076_hist_librosa_part034.bin,3,76,34,normal,0
2494,normal_id_01_00000187_hist_librosa_part076.bin,1,187,76,normal,0
2495,anomaly_id_01_00000036_hist_librosa_part084.bin,1,36,84,anomaly,1
2496,normal_id_02_00000047_hist_librosa_part106.bin,2,47,106,normal,0
2497,normal_id_01_00000185_hist_librosa_part117.bin,1,185,117,normal,0
2498,anomaly_id_01_00000087_hist_librosa_part067.bin,1,87,67,anomaly,1
2499,anomaly_id_03_00000235_hist_librosa_part056.bin,3,235,56,anomaly,1
2500,normal_id_04_00000183_hist_librosa_part164.bin,4,183,164,normal,0
2501,normal_id_01_00000157_hist_librosa_part173.bin,1,157,173,normal,0
2502,normal_id_04_00000183_hist_librosa_part122.bin,4,183,122,normal,0
2503,normal_id_01_00000026_hist_librosa_part004.bin,1,26,4,normal,0
2504,normal_id_02_00000099_hist_librosa_part024.bin,2,99,24,normal,0
2505,normal_id_01_00000312_hist_librosa_part133.bin,1,312,133,normal,0
2506,normal_id_04_00000020_hist_librosa_part173.bin,4,20,173,normal,0
2507,anomaly_id_03_00000196_hist_librosa_part069.bin,3,196,69,anomaly,1
2508,anomaly_id_02_00000156_hist_librosa_part057.bin,2,156,57,anomaly,1
2509,normal_id_02_00000296_hist_librosa_part125.bin,2,296,125,normal,0
2510,normal_id_04_00000013_hist_librosa_part172.bin,4,13,172,normal,0
2511,normal_id_01_00000317_hist_librosa_part069.bin,1,317,69,normal,0
2512,anomaly_id_02_00000124_hist_librosa_part082.bin,2,124,82,anomaly,1
2513,anomaly_id_02_00000219_hist_librosa_part106.bin,2,219,106,anomaly,1
2514,normal_id_01_00000022_hist_librosa_part187.bin,1,22,187,normal,0
2515,anomaly_id_03_00000105_hist_librosa_part056.bin,3,105,56,anomaly,1
2516,normal_id_03_00000084_hist_librosa_part001.bin,3,84,1,normal,0
2517,anomaly_id_02_00000066_hist_librosa_part127.bin,2,66,127,anomaly,1
2518,normal_id_02_00000196_hist_librosa_part018.bin,2,196,18,normal,0
2519,normal_id_03_00000265_hist_librosa_part104.bin,3,265,104,normal,0
2520,normal_id_03_00000248_hist_librosa_part034.bin,3,248,34,normal,0
2521,anomaly_id_02_00000213_hist_librosa_part101.bin,2,213,101,anomaly,1
2522,anomaly_id_02_00000190_hist_librosa_part156.bin,2,190,156,anomaly,1
2523,normal_id_01_00000012_hist_librosa_part126.bin,1,12,126,normal,0
2524,anomaly_id_02_00000145_hist_librosa_part073.bin,2,145,73,anomaly,1
2525,anomaly_id_01_00000142_hist_librosa_part026.bin,1,142,26,anomaly,1
2526,normal_id_04_00000145_hist_librosa_part033.bin,4,145,33,normal,0
2527,normal_id_03_00000344_hist_librosa_part136.bin,3,344,136,normal,0
2528,normal_id_01_00000182_hist_librosa_part015.bin,1,182,15,normal,0
2529,anomaly_id_02_00000092_hist_librosa_part032.bin,2,92,32,anomaly,1
2530,normal_id_03_00000274_hist_librosa_part111.bin,3,274,111,normal,0
2531,normal_id_03_00000165_hist_librosa_part039.bin,3,165,39,normal,0
2532,normal_id_02_00000033_hist_librosa_part111.bin,2,33,111,normal,0
2533,normal_id_01_00000084_hist_librosa_part104.bin,1,84,104,normal,0
2534,normal_id_01_00000084_hist_librosa_part035.bin,1,84,35,normal,0
2535,normal_id_04_00000190_hist_librosa_part109.bin,4,190,109,normal,0
2536,normal_id_04_00000187_hist_librosa_part099.bin,4,187,99,normal,0
2537,normal_id_03_00000303_hist_librosa_part019.bin,3,303,19,normal,0
2538,normal_id_01_00000023_hist_librosa_part068.bin,1,23,68,normal,0
2539,anomaly_id_01_00000051_hist_librosa_part101.bin,1,51,101,anomaly,1
2540,normal_id_04_00000086_hist_librosa_part068.bin,4,86,68,normal,0
2541,normal_id_01_00000315_hist_librosa_part068.bin,1,315,68,normal,0
2542,normal_id_02_00000236_hist_librosa_part021.bin,2,236,21,normal,0
2543,normal_id_04_00000226_hist_librosa_part035.bin,4,226,35,normal,0
2544,normal_id_03_00000099_hist_librosa_part116.bin,3,99,116,normal,0
2545,anomaly_id_02_00000164_hist_librosa_part048.bin,2,164,48,anomaly,1
2546,anomaly_id_02_00000257_hist_librosa_part059.bin,2,257,59,anomaly,1
2547,normal_id_02_00000068_hist_librosa_part070.bin,2,68,70,normal,0
2548,normal_id_02_00000292_hist_librosa_part017.bin,2,292,17,normal,0
2549,normal_id_01_00000030_hist_librosa_part075.bin,1,30,75,normal,0
2550,normal_id_04_00000109_hist_librosa_part092.bin,4,109,92,normal,0
2551,normal_id_03_00000261_hist_librosa_part081.bin,3,261,81,normal,0
2552,normal_id_01_00000161_hist_librosa_part121.bin,1,161,121,normal,0
2553,anomaly_id_02_00000212_hist_librosa_part049.bin,2,212,49,anomaly,1
2554,normal_id_04_00000183_hist_librosa_part104.bin,4,183,104,normal,0
2555,anomaly_id_01_00000078_hist_librosa_part189.bin,1,78,189,anomaly,1
2556,normal_id_03_00000111_hist_librosa_part156.bin,3,111,156,normal,0
2557,anomaly_id_02_00000142_hist_librosa_part048.bin,2,142,48,anomaly,1
2558,normal_id_01_00000246_hist_librosa_part039.bin,1,246,39,normal,0
2559,anomaly_id_02_00000034_hist_librosa_part032.bin,2,34,32,anomaly,1
2560,anomaly_id_03_00000198_hist_librosa_part091.bin,3,198,91,anomaly,1
2561,anomaly_id_02_00000169_hist_librosa_part133.bin,2,169,133,anomaly,1
2562,normal_id_02_00000114_hist_librosa_part069.bin,2,114,69,normal,0
2563,normal_id_01_00000161_hist_librosa_part128.bin,1,161,128,normal,0
2564,anomaly_id_03_00000105_hist_librosa_part110.bin,3,105,110,anomaly,1
2565,normal_id_01_00000139_hist_librosa_part154.bin,1,139,154,normal,0
2566,normal_id_01_00000009_hist_librosa_part115.bin,1,9,115,normal,0
2567,anomaly_id_03_00000189_hist_librosa_part158.bin,3,189,158,anomaly,1
2568,normal_id_04_00000088_hist_librosa_part112.bin,4,88,112,normal,0
2569,normal_id_04_00000142_hist_librosa_part118.bin,4,142,118,normal,0
2570,normal_id_02_00000179_hist_librosa_part121.bin,2,179,121,normal,0
2571,normal_id_04_00000024_hist_librosa_part195.bin,4,24,195,normal,0
2572,normal_id_02_00000282_hist_librosa_part107.bin,2,282,107,normal,0
2573,anomaly_id_01_00000031_hist_librosa_part100.bin,1,31,100,anomaly,1
2574,anomaly_id_02_00000158_hist_librosa_part052.bin,2,158,52,anomaly,1
2575,normal_id_01_00000076_hist_librosa_part048.bin,1,76,48,normal,0
2576,anomaly_id_03_00000045_hist_librosa_part151.bin,3,45,151,anomaly,1
